observation_date,PC1 – Level,PC2 – Slope,PC3 – Curvature
2005-01-04,3.0176067178889157,0.47786900594129905,-0.3302005075645116
2005-01-05,-0.12169974988835013,-0.3148260258149347,0.6561469678100083
2005-01-06,-0.5545411117510824,0.3246440576027426,-0.3793819001212948
2005-01-07,0.2431196660268801,-0.04980691823382015,0.29290044490678774
2005-01-10,1.016360027273832,-1.6413238384768536,0.4853859852476741
2005-01-11,-0.7893326814880002,0.02368773804591062,0.8462976333982436
2005-01-12,-1.142245880822226,0.22339213987872344,0.012454013422163322
2005-01-13,-1.0891090377359365,-1.3975838594333012,-0.10324707182087103
2005-01-14,1.3603305780327113,-0.45544449768907874,0.4870247267254948
2005-01-18,0.04048072351092606,-1.29616439275879,1.1536102872391825
2005-01-19,-0.8979928851706216,1.0282514214453569,1.0629168537940374
2005-01-20,-1.5668659874560333,0.8246911487265149,-0.0668223209640609
2005-01-21,-0.733672535380264,-0.9367288409558807,-1.9428274638642278
2005-01-24,0.019102717276905753,-1.5965527908540884,0.9894244460405957
2005-01-25,2.5685308080122304,0.2714330476096537,-1.2403662661424524
2005-01-26,0.8413797355752651,-0.6467115012479188,0.1993879538771414
2005-01-27,0.7178966139752424,-0.30910368144954337,0.022209294635969486
2005-01-28,-2.244892010159222,-0.9181001768708213,0.608640945232779
2005-01-31,1.3696131031546708,-1.860262894728,2.1464123670157513
2005-02-01,0.2983511459158773,-0.6611968951727556,-2.1376586034306952
2005-02-02,-0.00905282402526249,0.007610205509037067,0.4859080851969897
2005-02-03,0.29973210689988816,0.6425228493828343,0.8790987208581633
2005-02-04,-3.25181117267724,-1.4320418650941669,0.18358530192674136
2005-02-07,0.08559359508067609,-2.1645417258832844,0.23203359832478598
2005-02-08,-0.2604774185105271,-0.770182976756251,-0.018169554426426367
2005-02-09,-2.1907744826299522,-0.40080388124380717,-1.1209554938329227
2005-02-10,2.9790094488553454,1.1880924881470358,-0.38914701536001545
2005-02-11,2.2061106169867633,-0.8369481935148242,0.5454689483165751
2005-02-14,-0.03730781374573895,-1.5714962180470167,0.9634277509974611
2005-02-15,0.8175814149388925,0.09486222196388054,-0.6342537712813578
2005-02-16,1.9330398557702237,1.1815639863677947,0.14789820775532095
2005-02-17,0.4680951792108703,0.80081566364448,-1.1629992815380021
2005-02-18,3.6053733404627057,0.08666163868232725,0.6211375800540158
2005-02-22,1.8836013739828918,-0.9601634968737784,-0.5266075562778358
2005-02-23,-0.4023145956765247,-0.6038725667993843,-0.1988603482979955
2005-02-24,0.9951218562045223,-0.23661660368226894,0.413126186148261
2005-02-25,-0.004589567909849617,-1.5056910911424888,0.43905538849843967
2005-02-28,3.7795225512683746,0.27322951400657997,0.10946491236769632
2005-03-01,0.16627096550748505,0.06001992109465936,-0.3908573100688163
2005-03-02,-0.17758908112961397,0.4390737538917566,-0.3198460113382657
2005-03-03,0.46621735566161443,-0.1930051123737733,-0.03271027763972529
2005-03-04,-1.7488087731713888,-1.485062180168864,0.6567512362028496
2005-03-07,0.27182799472977603,-0.7943204234942643,0.564015883157992
2005-03-08,1.9454411739768231,0.9617367193600854,-0.5731860192556112
2005-03-09,4.231002072751727,2.580094332743759,-1.2215494596864096
2005-03-10,-1.3646974551621252,-1.3027482066695737,1.2249317825828567
2005-03-11,2.959248727460702,0.8385808197121204,0.01074128923063503
2005-03-14,0.20907369239260484,-1.9104079791724493,0.7446557363116775
2005-03-15,0.8847307829086066,-0.15150786482963854,-1.192527196281599
2005-03-16,-1.2534174060039192,0.09578454568511591,-0.03315017492618629
2005-03-17,-1.4640429665254817,-0.4188155294271495,0.12774999772592285
2005-03-18,2.0028123694868136,-0.05832821477172139,-0.19577798619752643
2005-03-21,1.0723569340571137,-0.39056487146056146,-0.5520482496798143
2005-03-22,4.524362441558576,-0.40901692302814274,0.7205893571190659
2005-03-23,-1.4188458773941095,1.1745691491084451,0.478870993369781
2005-03-24,0.37831712385220534,-0.7015153103912017,1.0785319294147764
2005-03-28,1.558356588200778,0.2982888413751592,0.1870907829922514
2005-03-29,-1.4294581337072414,-0.2803350811558093,-0.29274781371476066
2005-03-30,-1.8643393176364984,-0.6000623180203408,0.22732878971187265
2005-03-31,-2.684959911108023,0.7007290181393973,0.361379793146187
2005-04-01,-1.4534857489141797,-0.9335852638758425,-0.44474478722251365
2005-04-04,0.02748598586396204,0.07703306954182666,0.17584032916148973
2005-04-05,0.4709359183138685,0.6845230514363558,-0.07716918826667712
2005-04-06,-1.9595447988225876,0.4372164079771235,-0.13479342015290877
2005-04-07,1.6757568205654114,0.5404632853082064,-0.3843641465293463
2005-04-08,1.0238778937500144,-0.6947477361893762,0.867643075978111
2005-04-11,-1.0696039567077216,-0.8568148031795993,0.8952076173035668
2005-04-12,-2.5202823460248234,-1.0610941078319858,-0.17237713948458908
2005-04-13,-0.4525677273241486,0.3422904091552059,-0.8673761736926129
2005-04-14,-0.6728839031928051,0.30671738415907124,-1.018067312234394
2005-04-15,-3.1555397468699624,-1.136379673420735,-0.30811757527029054
2005-04-18,0.6882757684452243,-2.468781843753193,0.03682831109454882
2005-04-19,-2.399384738018861,-1.3089296649014592,-0.6283495971992384
2005-04-20,0.22759039572071485,1.821518030141109,0.5093450080343952
2005-04-21,3.707541965023513,0.9177110581642283,1.6849458154258041
2005-04-22,-1.1446606451867065,-1.7356079255824344,-0.5890436632017413
2005-04-25,0.48085607594479857,-1.518121348824875,0.9995598426786081
2005-04-26,0.9419545238469067,0.6177835539452976,-0.3639149902327075
2005-04-27,-1.430301850861304,0.3630549208668893,0.34482861042722884
2005-04-28,-2.51924946015884,-0.11668862868148154,0.32223476636931975
2005-04-29,1.849263123348219,-1.012624739137037,-0.30322427541990904
2005-05-02,0.05038882439403841,-0.5482368597953448,0.1412846409600853
2005-05-03,0.032675028309366236,0.11950178071210586,1.062997517809003
2005-05-04,-0.37786378191540626,2.05268014008552,-0.7621630675692537
2005-05-05,-1.5480049835556091,1.0213196572446426,-0.7464001788920348
2005-05-06,4.564482727168701,-0.9753562633834758,1.139751738451914
2005-05-09,1.4210852772507843,-0.8804311479291953,0.24731775503312256
2005-05-10,-2.4840589690046606,0.09768711975406812,0.2075798153367223
2005-05-11,-1.4975128865803282,0.011303615361689565,0.25014857843686705
2005-05-12,-0.9362796209431098,-0.1363982824210286,-0.03272457373786386
2005-05-13,-2.8782228211630736,1.244995665256806,0.8139073559475134
2005-05-16,1.1699703133530004,-1.497591967319787,0.27189656622763697
2005-05-17,-0.38321705790533817,-0.7905325063986786,-1.1849546995676086
2005-05-18,-2.2560634563047874,-0.23586272252406637,-0.1561347073788472
2005-05-19,1.896889017861496,0.29843103000372784,0.11619557922428321
2005-05-20,1.5682054379506163,-0.9788500264728811,0.5008812879629942
2005-05-23,-1.3339560269816633,-2.297980499674481,-0.10756025116008885
